zona,secao,melhor_urbano,melhor_rural,tse_distribuido,google
153,110,POINT(-43.3903468 -21.7322622),POINT(-43.3903468 -21.7322622), , 
153,111,POINT(-43.3903468 -21.7322622),POINT(-43.3903468 -21.7322622), , 
153,112,POINT(-43.3936471 -21.7349294),POINT(-43.3936471 -21.7349294), ,POINT(-43.3936471 -21.7349294)
153,114,POINT(-43.3936471 -21.7349294),POINT(-43.3936471 -21.7349294), ,POINT(-43.3936471 -21.7349294)
153,115,POINT(-43.4036966 -21.7168233),POINT(-43.4036966 -21.7168233), , 
153,116,POINT(-43.4036966 -21.7168233),POINT(-43.4036966 -21.7168233), , 
153,117,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,118,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,119,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,120,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,121,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,122,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,123,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,124,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,125,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,126,POINT(-43.3954077 -21.7208092),POINT(-43.3954077 -21.7208092), , 
153,132,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,133,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,134,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,135,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,136,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,137,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,138,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,139,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,140,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,141,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,142,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,143,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,144,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,145,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,146,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,147,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,148,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,176,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,177,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,178,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,179,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,180,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,181,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,182,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,183,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,184, , , , 
153,185, , , , 
153,186, , , , 
153,187, , , , 
153,188, , , , 
153,189, , , , 
153,190, , , , 
153,191, , , , 
153,192, , , , 
153,193, , , , 
153,194, , , , 
153,195,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,196,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,197,POINT(-43.4254991 -21.7011491),POINT(-43.4254991 -21.7011491), , 
153,198,POINT(-43.4254991 -21.7011491),POINT(-43.4254991 -21.7011491), , 
153,199,POINT(-43.4254991 -21.7011491),POINT(-43.4254991 -21.7011491), , 
153,200,POINT(-43.4254991 -21.7011491),POINT(-43.4254991 -21.7011491), , 
153,201,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,202,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,203,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,204,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,205,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,206,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,207, , , , 
153,208, , , , 
153,209, , , , 
153,210,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,211,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,212,POINT(-43.437059 -21.685384),POINT(-43.437059 -21.685384), ,POINT(-43.437059 -21.685384)
153,213,POINT(-43.437059 -21.685384),POINT(-43.437059 -21.685384), ,POINT(-43.437059 -21.685384)
153,214,POINT(-43.437059 -21.685384),POINT(-43.437059 -21.685384), ,POINT(-43.437059 -21.685384)
153,215,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,216,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,217,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,218,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,219, , , , 
153,220, , , , 
153,221, , , , 
153,222,POINT(-43.6028015 -21.7606119),POINT(-43.6028015 -21.7606119), , 
153,223,POINT(-43.6028015 -21.7606119),POINT(-43.6028015 -21.7606119), , 
153,224, , , , 
153,225,POINT(-43.430054 -21.6957928),POINT(-43.430054 -21.6957928), , 
153,226,POINT(-43.3973717 -21.7231639),POINT(-43.3973717 -21.7231639), , 
153,228,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,233,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,234,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,236,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,237,POINT(-43.3455339 -21.7897168),POINT(-43.3455339 -21.7897168), ,POINT(-43.3455339 -21.7897168)
153,241,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,242,POINT(-43.4036966 -21.7168233),POINT(-43.4036966 -21.7168233), , 
153,245,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,246,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,248,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,249,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,250,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,252,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,255,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,256,POINT(-43.3961581 -21.7219148),POINT(-43.3961581 -21.7219148), ,POINT(-43.3961581 -21.7219148)
153,257,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,258,POINT(-43.4036966 -21.7168233),POINT(-43.4036966 -21.7168233), , 
153,259,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,261,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,263,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,264,POINT(-43.3961581 -21.7219148),POINT(-43.3961581 -21.7219148), ,POINT(-43.3961581 -21.7219148)
153,267,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,268,POINT(-43.4036966 -21.7168233),POINT(-43.4036966 -21.7168233), , 
153,270, , , , 
153,271,POINT(-43.4458975 -21.6943166),POINT(-43.4458975 -21.6943166), , 
153,274,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,275,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,276,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,277,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,280,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,282,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,285, , , , 
153,287,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,288,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,289,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,292,POINT(-43.4360893 -21.677547),POINT(-43.4360893 -21.677547), , 
153,296,POINT(-43.38596 -21.74401),POINT(-43.38596 -21.74401), , 
153,298,POINT(-43.3903468 -21.7322622),POINT(-43.3903468 -21.7322622), , 
153,300,POINT(-43.3936336 -21.7437871),POINT(-43.3936336 -21.7437871), , 
153,301,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,302,POINT(-43.3961581 -21.7219148),POINT(-43.3961581 -21.7219148), ,POINT(-43.3961581 -21.7219148)
153,305,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,306,POINT(-43.437059 -21.685384),POINT(-43.437059 -21.685384), ,POINT(-43.437059 -21.685384)
153,307, , , , 
153,308,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,309,POINT(-43.4458975 -21.6943166),POINT(-43.4458975 -21.6943166), , 
153,310,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,311,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,313,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,314, , , , 
153,319,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,320,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,321,POINT(-43.4246653 -21.7108903),POINT(-43.4246653 -21.7108903), , 
153,322,POINT(-43.4422147 -21.688347),POINT(-43.4422147 -21.688347), , 
153,323,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,324,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,325,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,326, , , , 
153,329,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,330,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,331,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,334,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,335,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,336, , , , 
153,337,POINT(-43.4360893 -21.677547),POINT(-43.4360893 -21.677547), , 
153,339,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,340,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,341,POINT(-43.4458975 -21.6943166),POINT(-43.4458975 -21.6943166), , 
153,342,POINT(-43.4422147 -21.688347),POINT(-43.4422147 -21.688347), , 
153,343,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,344,POINT(-43.4246653 -21.7108903),POINT(-43.4246653 -21.7108903), , 
153,345, , , , 
153,348,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,349,POINT(-43.4427444 -21.7074864),POINT(-43.4427444 -21.7074864), ,POINT(-43.4427444 -21.7074864)
153,351,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,352,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,354,POINT(-43.420288 -21.7053644),POINT(-43.420288 -21.7053644), , 
153,356, , , , 
153,357,POINT(-43.43609 -21.70392),POINT(-43.43609 -21.70392), , 
153,358, , , , 
153,360,POINT(-43.4099104 -21.7177611),POINT(-43.4099104 -21.7177611), , 
153,361,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,362,POINT(-43.4060286 -21.7430455),POINT(-43.4060286 -21.7430455), , 
153,363,POINT(-43.4246653 -21.7108903),POINT(-43.4246653 -21.7108903), , 
153,364,POINT(-43.4031905 -21.7472612),POINT(-43.4031905 -21.7472612), ,POINT(-43.4031905 -21.7472612)
153,365,POINT(-43.438842 -21.686303),POINT(-43.438875 -21.6860173), ,POINT(-43.438842 -21.686303)
153,366,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,367,POINT(-43.4848962 -21.7073081),POINT(-43.4848962 -21.7073081), , 
153,368, , , , 
153,369, , , , 
153,370,POINT(-43.4422147 -21.688347),POINT(-43.4422147 -21.688347), , 
153,94,POINT(-43.3936336 -21.7437871),POINT(-43.3936336 -21.7437871), , 
153,95,POINT(-43.3936336 -21.7437871),POINT(-43.3936336 -21.7437871), , 
153,96,POINT(-43.3936336 -21.7437871),POINT(-43.3936336 -21.7437871), , 
153,97,POINT(-43.3936471 -21.7349294),POINT(-43.3936471 -21.7349294), ,POINT(-43.3936471 -21.7349294)
153,98,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
153,99,POINT(-43.39527 -21.73516),POINT(-43.39527 -21.73516), , 
154,1, , , , 
154,104,POINT(-43.351956 -21.742019),POINT(-43.351956 -21.742019), ,POINT(-43.351956 -21.742019)
154,105,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,106,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,107,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,108,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,109,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,11,POINT(-43.3486819 -21.7404383),POINT(-43.3485663 -21.7404203), ,POINT(-43.3486819 -21.7404383)
154,110,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,111,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,112,POINT(-43.351956 -21.742019),POINT(-43.351956 -21.742019), ,POINT(-43.351956 -21.742019)
154,113,POINT(-43.351956 -21.742019),POINT(-43.351956 -21.742019), ,POINT(-43.351956 -21.742019)
154,114,POINT(-43.351956 -21.742019),POINT(-43.351956 -21.742019), ,POINT(-43.351956 -21.742019)
154,115,POINT(-43.351956 -21.742019),POINT(-43.351956 -21.742019), ,POINT(-43.351956 -21.742019)
154,116,POINT(-43.3404232 -21.7311669),POINT(-43.3404232 -21.7311669), , 
154,117,POINT(-43.3404232 -21.7311669),POINT(-43.3404232 -21.7311669), , 
154,118,POINT(-43.3404232 -21.7311669),POINT(-43.3404232 -21.7311669), , 
154,119,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,12,POINT(-43.3486819 -21.7404383),POINT(-43.3485663 -21.7404203), ,POINT(-43.3486819 -21.7404383)
154,120,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,121,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,122,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,123,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,13,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,137,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,138,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,139,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,14,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,140,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,141,POINT(-43.3526147 -21.71634),POINT(-43.3526147 -21.71634), , 
154,142,POINT(-43.3526147 -21.71634),POINT(-43.3526147 -21.71634), , 
154,143,POINT(-43.3526147 -21.71634),POINT(-43.3526147 -21.71634), , 
154,144,POINT(-43.4874659 -21.5807695),POINT(-43.4874659 -21.5807695), , 
154,145,POINT(-43.4874659 -21.5807695),POINT(-43.4874659 -21.5807695), , 
154,146,POINT(-43.5061999 -21.5944068),POINT(-43.5061999 -21.5944068), , 
154,147,POINT(-43.455564 -21.6481366), , , 
154,148,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,149,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,15,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,150,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,151,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,152,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,153,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,154,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,155,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,156,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,157,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,158,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,159,POINT(-43.3493046 -21.7318439),POINT(-43.3493046 -21.7318439), , 
154,16,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,160,POINT(-43.3457349 -21.7292053),POINT(-43.3457349 -21.7292053), , 
154,161,POINT(-43.3457349 -21.7292053),POINT(-43.3457349 -21.7292053), , 
154,162, , , , 
154,17,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,18,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,184,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), ,POINT(-43.3626884 -21.742374)
154,185,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), ,POINT(-43.3626884 -21.742374)
154,19,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,2, , , , 
154,20,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,21,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,22,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,23,POINT(-43.4320708 -21.6583474),POINT(-43.4320708 -21.6583474), , 
154,24,POINT(-43.4320708 -21.6583474),POINT(-43.4320708 -21.6583474), , 
154,25,POINT(-43.4320708 -21.6583474),POINT(-43.4320708 -21.6583474), , 
154,252,POINT(-43.3361854 -21.7307031),POINT(-43.3361854 -21.7307031), , 
154,254, , , , 
154,255,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,257,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , 
154,259,POINT(-43.3494489 -21.6901562),POINT(-43.3494489 -21.6901562), ,POINT(-43.3494489 -21.6901562)
154,26,POINT(-43.4320708 -21.6583474),POINT(-43.4320708 -21.6583474), , 
154,261,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,264,POINT(-43.3361854 -21.7307031),POINT(-43.3361854 -21.7307031), , 
154,265, , , , 
154,271,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,272,POINT(-43.3457349 -21.7292053),POINT(-43.3457349 -21.7292053), , 
154,274,POINT(-43.3486819 -21.7404383),POINT(-43.3485663 -21.7404203), ,POINT(-43.3486819 -21.7404383)
154,277,POINT(-43.3494489 -21.6901562),POINT(-43.3494489 -21.6901562), ,POINT(-43.3494489 -21.6901562)
154,278,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,280,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , 
154,287,POINT(-43.3636321 -21.7089065),POINT(-43.3636321 -21.7089065), , 
154,288,POINT(-43.3526147 -21.71634),POINT(-43.3526147 -21.71634), , 
154,289,POINT(-43.3457349 -21.7292053),POINT(-43.3457349 -21.7292053), , 
154,290,POINT(-43.3361854 -21.7307031),POINT(-43.3361854 -21.7307031), , 
154,292,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , 
154,295,POINT(-43.349374 -21.731413),POINT(-43.349374 -21.731413), ,POINT(-43.349374 -21.731413)
154,296,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , 
154,297,POINT(-43.3533265 -21.7424819),POINT(-43.3533265 -21.7424819), , 
154,298, , , , 
154,299,POINT(-43.455564 -21.6481366), , , 
154,3, , , , 
154,300,POINT(-43.3454448 -21.6921993),POINT(-43.3454448 -21.6921993), , 
154,301,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), ,POINT(-43.3626884 -21.742374)
154,305,POINT(-43.3494489 -21.6901562),POINT(-43.3494489 -21.6901562), ,POINT(-43.3494489 -21.6901562)
154,306,POINT(-43.3066127 -21.6669254),POINT(-43.3066127 -21.6669254), , 
154,307,POINT(-43.3066127 -21.6669254),POINT(-43.3066127 -21.6669254), , 
154,308,POINT(-43.3066127 -21.6669254),POINT(-43.3066127 -21.6669254), , 
