zona,secao,melhor_urbano,melhor_rural,tse_recente,tse_distribuido,escolas_inep,escolas_municipais,ibge_cnefe_endereco,ibge_cnefe_local,google,google_relaxado,google_centro_geometrico,ibge_povoados,ano
152,462,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,463,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,464,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,465,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,466,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,467,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,468,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,469,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,47,POINT(-43.350413 -21.768268),POINT(-43.3514467 -21.7681983), , ,POINT(-43.3514467 -21.7681983), , , ,POINT(-43.350413 -21.768268), , , ,2020
152,470,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,471,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,472,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,473,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,474,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,475,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,476,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,477,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,478,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,479,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,48,POINT(-43.350413 -21.768268),POINT(-43.3514467 -21.7681983), , ,POINT(-43.3514467 -21.7681983), , , ,POINT(-43.350413 -21.768268), , , ,2020
152,480,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,481,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,482,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,483,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,49,POINT(-43.350413 -21.768268),POINT(-43.3514467 -21.7681983), , ,POINT(-43.3514467 -21.7681983), , , ,POINT(-43.350413 -21.768268), , , ,2020
152,491,POINT(-43.382065 -21.7579041),POINT(-43.382065 -21.7579041), , ,POINT(-43.382065 -21.7579041), , , , , , , ,2020
152,492,POINT(-43.382065 -21.7579041),POINT(-43.382065 -21.7579041), , ,POINT(-43.382065 -21.7579041), , , , , , , ,2020
152,5,POINT(-43.3469284 -21.7632559),POINT(-43.3469284 -21.7632559), , , , , , ,POINT(-43.3469284 -21.7632559), , , ,2020
152,50, , , , , , , , , , , , ,2020
152,51,POINT(-43.3525 -21.76505),POINT(-43.3525 -21.76505), , ,POINT(-43.3525 -21.76505), , , , , , , ,2020
152,519,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,52,POINT(-43.3525 -21.76505),POINT(-43.3525 -21.76505), , ,POINT(-43.3525 -21.76505), , , , , , , ,2020
152,520,POINT(-43.3895335 -21.7899894),POINT(-43.3895335 -21.7899894), , ,POINT(-43.3895335 -21.7899894), , , , , , , ,2020
152,521,POINT(-43.3862331 -21.7718586),POINT(-43.3862331 -21.7718586), , ,POINT(-43.3862331 -21.7718586), , , , , , , ,2020
152,522,POINT(-43.352498 -21.7621496),POINT(-43.352498 -21.7621496), , , , , , ,POINT(-43.352498 -21.7621496), , , ,2020
152,523,POINT(-43.347193 -21.7654826),POINT(-43.347193 -21.7654826), , ,POINT(-43.347193 -21.7654826), , , , , , , ,2020
152,53,POINT(-43.347193 -21.7654826),POINT(-43.347193 -21.7654826), , ,POINT(-43.347193 -21.7654826), , , , , , , ,2020
152,54,POINT(-43.347193 -21.7654826),POINT(-43.347193 -21.7654826), , ,POINT(-43.347193 -21.7654826), , , , , , , ,2020
152,544,POINT(-43.3716998 -21.7730615),POINT(-43.3716998 -21.7730615), , ,POINT(-43.3716998 -21.7730615), , , , , , , ,2020
152,545,POINT(-43.3509812 -21.7719805),POINT(-43.3509812 -21.7719805), , , , , , ,POINT(-43.3509812 -21.7719805), , , ,2020
152,546,POINT(-43.3862331 -21.7718586),POINT(-43.3862331 -21.7718586), , ,POINT(-43.3862331 -21.7718586), , , , , , , ,2020
152,547,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,548,POINT(-43.3862331 -21.7718586),POINT(-43.3862331 -21.7718586), , ,POINT(-43.3862331 -21.7718586), , , , , , , ,2020
152,549,POINT(-43.373244 -21.772267),POINT(-43.373244 -21.772267), , , , , , ,POINT(-43.373244 -21.772267), , , ,2020
152,55, , , , , , , , , , , , ,2020
152,550, , , , , , , , , , , , ,2020
152,551,POINT(-43.3543176 -21.7564042),POINT(-43.3543176 -21.7564042), , ,POINT(-43.3543176 -21.7564042), , , , , , , ,2020
152,552,POINT(-43.352498 -21.7621496),POINT(-43.352498 -21.7621496), , , , , , ,POINT(-43.352498 -21.7621496), , , ,2020
152,555,POINT(-43.373244 -21.772267),POINT(-43.373244 -21.772267), , , , , , ,POINT(-43.373244 -21.772267), , , ,2020
152,556, , , , , , , , , , , , ,2020
152,557, , , , , , , , , , , , ,2020
152,558,POINT(-43.38458 -21.78132),POINT(-43.38458 -21.78132), , ,POINT(-43.38458 -21.78132), , , , , , , ,2020
152,559, , , , , , , , , , , , ,2020
152,56, , , , , , , , , , , , ,2020
152,560,POINT(-43.3895335 -21.7899894),POINT(-43.3895335 -21.7899894), , ,POINT(-43.3895335 -21.7899894), , , , , , , ,2020
152,561,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,562,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,563,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,564,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,565,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,566,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,567,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,568,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,569,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,57,POINT(-43.350982 -21.7635925),POINT(-43.350982 -21.7635925), , , , , , ,POINT(-43.350982 -21.7635925), , , ,2020
152,570,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,571,POINT(-43.36439 -21.72934),POINT(-43.36439 -21.72934), , ,POINT(-43.36439 -21.72934), , , , , , , ,2020
152,572, , , , , , , , , , , , ,2020
152,573, , , , , , , , , , , , ,2020
152,574,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,575,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,576,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,577,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,578,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,579,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,58, , , , , , , , , , , , ,2020
152,580,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,581,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,582,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,583,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,584,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,585,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,586,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,587,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,588,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,589,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,59, , , , , , , , , , , , ,2020
152,590,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,591,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,592,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,593,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,594,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,595,POINT(-43.3532632 -21.7527962),POINT(-43.3532632 -21.7527962), , , , , , ,POINT(-43.3532632 -21.7527962), , , ,2020
152,596, , , , , , , , , , , , ,2020
152,597, , , , , , , , , , , , ,2020
152,598, , , , , , , , , , , , ,2020
152,599, , , , , , , , , , , , ,2020
152,6,POINT(-43.350982 -21.7635925),POINT(-43.350982 -21.7635925), , , , , , ,POINT(-43.350982 -21.7635925), , , ,2020
152,60,POINT(-43.350982 -21.7635925),POINT(-43.350982 -21.7635925), , , , , , ,POINT(-43.350982 -21.7635925), , , ,2020
152,600, , , , , , , , , , , , ,2020
152,601,POINT(-43.3533013 -21.7524133),POINT(-43.3533013 -21.7524133), , , , , , ,POINT(-43.3533013 -21.7524133), , , ,2020
152,602,POINT(-43.3533013 -21.7524133),POINT(-43.3533013 -21.7524133), , , , , , ,POINT(-43.3533013 -21.7524133), , , ,2020
152,603,POINT(-43.3610571 -21.74264),POINT(-43.3610571 -21.74264), , ,POINT(-43.3610571 -21.74264), , , , , , , ,2020
152,604,POINT(-43.3610571 -21.74264),POINT(-43.3610571 -21.74264), , ,POINT(-43.3610571 -21.74264), , , , , , , ,2020
152,605,POINT(-43.3610571 -21.74264),POINT(-43.3610571 -21.74264), , ,POINT(-43.3610571 -21.74264), , , , , , , ,2020
152,606,POINT(-43.3610571 -21.74264),POINT(-43.3610571 -21.74264), , ,POINT(-43.3610571 -21.74264), , , , , , , ,2020
152,607,POINT(-43.3610571 -21.74264),POINT(-43.3610571 -21.74264), , ,POINT(-43.3610571 -21.74264), , , , , , , ,2020
152,608,POINT(-43.3619434 -21.7423422),POINT(-43.3619434 -21.7423422), , ,POINT(-43.3619434 -21.7423422), , , , , , , ,2020
152,609,POINT(-43.3619434 -21.7423422),POINT(-43.3619434 -21.7423422), , ,POINT(-43.3619434 -21.7423422), , , , , , , ,2020
152,61,POINT(-43.347193 -21.7654826),POINT(-43.347193 -21.7654826), , ,POINT(-43.347193 -21.7654826), , , , , , , ,2020
152,610,POINT(-43.3619434 -21.7423422),POINT(-43.3619434 -21.7423422), , ,POINT(-43.3619434 -21.7423422), , , , , , , ,2020
152,611,POINT(-43.3619434 -21.7423422),POINT(-43.3619434 -21.7423422), , ,POINT(-43.3619434 -21.7423422), , , , , , , ,2020
152,612,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,613,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,614,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,615,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,616,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,617,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,618,POINT(-43.364102 -21.7384769),POINT(-43.3641748 -21.7386169), , ,POINT(-43.3641748 -21.7386169), , , ,POINT(-43.364102 -21.7384769), , , ,2020
152,619,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,62, , , , , , , , , , , , ,2020
152,620,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,621,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,622,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,623,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,624,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,625,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,626,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,627,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,628,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,629,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,630,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,631,POINT(-43.3534293 -21.7206282),POINT(-43.3534293 -21.7206282), , ,POINT(-43.3534293 -21.7206282), , , , , , , ,2020
152,632,POINT(-43.4874659 -21.5807695),POINT(-43.4874659 -21.5807695), , ,POINT(-43.4874659 -21.5807695), , , , , , , ,2020
152,633,POINT(-43.4874659 -21.5807695),POINT(-43.4874659 -21.5807695), , ,POINT(-43.4874659 -21.5807695), , , , , , , ,2020
152,634,POINT(-43.4874659 -21.5807695),POINT(-43.4874659 -21.5807695), , ,POINT(-43.4874659 -21.5807695), , , , , , , ,2020
152,635,POINT(-43.3519108 -21.7740091),POINT(-43.3519108 -21.7740091), , , , , , ,POINT(-43.3519108 -21.7740091), , , ,2020
152,636,POINT(-43.3519108 -21.7740091),POINT(-43.3519108 -21.7740091), , , , , , ,POINT(-43.3519108 -21.7740091), , , ,2020
152,637,POINT(-43.3519108 -21.7740091),POINT(-43.3519108 -21.7740091), , , , , , ,POINT(-43.3519108 -21.7740091), , , ,2020
152,638,POINT(-43.3519108 -21.7740091),POINT(-43.3519108 -21.7740091), , , , , , ,POINT(-43.3519108 -21.7740091), , , ,2020
152,639,POINT(-43.455564 -21.6481366), , , ,POINT(-43.455564 -21.6481366), , , , , , , ,2020
152,640,POINT(-43.455564 -21.6481366), , , ,POINT(-43.455564 -21.6481366), , , , , , , ,2020
152,641,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), , , , , , ,POINT(-43.3626884 -21.742374), , , ,2020
152,642,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), , , , , , ,POINT(-43.3626884 -21.742374), , , ,2020
152,643,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), , , , , , ,POINT(-43.3626884 -21.742374), , , ,2020
152,644,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), , , , , , ,POINT(-43.3626884 -21.742374), , , ,2020
152,645,POINT(-43.3626884 -21.742374),POINT(-43.3626884 -21.742374), , , , , , ,POINT(-43.3626884 -21.742374), , , ,2020
152,646,POINT(-43.3622006 -21.7420691),POINT(-43.3622006 -21.7420691), , , , , , ,POINT(-43.3622006 -21.7420691), , , ,2020
152,647,POINT(-43.3622006 -21.7420691),POINT(-43.3622006 -21.7420691), , , , , , ,POINT(-43.3622006 -21.7420691), , , ,2020
152,648,POINT(-43.3622006 -21.7420691),POINT(-43.3622006 -21.7420691), , , , , , ,POINT(-43.3622006 -21.7420691), , , ,2020
152,650,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,651,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,652,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,653,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,654,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,655,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,656,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,657,POINT(-43.3606396 -21.7328172),POINT(-43.3606396 -21.7328172), , ,POINT(-43.3606396 -21.7328172), , , , , , , ,2020
152,658,POINT(-43.3575883 -21.7415353),POINT(-43.3576835 -21.741204), , ,POINT(-43.3576835 -21.741204), , , ,POINT(-43.3575883 -21.7415353), , , ,2020
152,659,POINT(-43.3575883 -21.7415353),POINT(-43.3576835 -21.741204), , ,POINT(-43.3576835 -21.741204), , , ,POINT(-43.3575883 -21.7415353), , , ,2020
152,66,POINT(-43.350413 -21.768268),POINT(-43.3514467 -21.7681983), , ,POINT(-43.3514467 -21.7681983), , , ,POINT(-43.350413 -21.768268), , , ,2020
152,660,POINT(-43.5061999 -21.5944068),POINT(-43.5061999 -21.5944068), , ,POINT(-43.5061999 -21.5944068), , , , , , , ,2020
152,661, , , , , , , , , , , , ,2020
152,662, , , , , , , , , , , , ,2020
152,663,POINT(-43.413599 -21.775172),POINT(-43.413599 -21.775172), , , , , , ,POINT(-43.413599 -21.775172), , , ,2020
152,664,POINT(-43.352498 -21.7621496),POINT(-43.352498 -21.7621496), , , , , , ,POINT(-43.352498 -21.7621496), , , ,2020
152,665, , , , , , , , , , , , ,2020
152,666, , , , , , , , , , , , ,2020
152,667, , , , , , , , , , , , ,2020
152,668,POINT(-43.413599 -21.775172),POINT(-43.413599 -21.775172), , , , , , ,POINT(-43.413599 -21.775172), , , ,2020
152,669,POINT(-43.382065 -21.7579041),POINT(-43.382065 -21.7579041), , ,POINT(-43.382065 -21.7579041), , , , , , , ,2020
152,67,POINT(-43.350982 -21.7635925),POINT(-43.350982 -21.7635925), , , , , , ,POINT(-43.350982 -21.7635925), , , ,2020
